Rx:0-10:05:00.120-01 0E 3A 00 02 02 BB 01 11
Rx:1242-10:15:21.120-02 0D 0B 01 E9 03 B1 01 2F
Tx:1243-10:15:21.123-02 55 00 00 00 00 00 00 00
Rx:1244-10:15:22.640-01 0D 02 01 E9 03 B5 01 2C
Tx:1245-10:15:22.643-01 55 00 00 00 00 00 00 00
Rx:1246-10:15:23.910-02 0D 04 01 D3 03 B4 01 2E
Tx:1247-10:15:23.913-02 55 00 00 00 00 00 00 00
Rx:1248-10:15:24.120-01 0D 07 01 EB 03 B8 01 2B
Tx:1249-10:15:24.123-01 55 00 00 00 00 00 00 00
Rx:1250-10:15:25.640-02 0C FD 01 EE 03 B4 01 2B
Tx:1251-10:15:25.643-02 55 00 00 00 00 00 00 00
Rx:1252-10:15:26.910-01 0C FB 01 E5 03 B5 01 28
Tx:1253-10:15:26.913-01 55 00 00 00 00 00 00 00
Rx:1254-10:15:27.120-02 0C FC 01 DA 03 B8 01 2C
Tx:1255-10:15:27.123-02 55 00 00 00 00 00 00 00
Rx:1256-10:15:28.640-01 0D 06 01 E8 03 B9 01 2A
Tx:1257-10:15:28.643-01 55 00 00 00 00 00 00 00
Rx:1258-10:15:29.910-02 0C FA 01 EB 03 B9 01 2C
Tx:1259-10:15:29.913-02 55 00 00 00 00 00 00 00
Rx:1260-10:15:30.120-01 0D 01 01 F7 03 B9 01 28
Tx:1261-10:15:30.123-01 55 00 00 00 00 00 00 00
Rx:1262-10:15:31.640-02 0C FC 01 DB 03 BB 01 24
Tx:1263-10:15:31.643-02 55 00 00 00 00 00 00 00
Rx:1264-10:15:32.910-01 0C FB 01 EE 03 B8 01 24
Tx:1265-10:15:32.913-01 55 00 00 00 00 00 00 00
Rx:1266-10:15:33.120-02 0C F6 01 F1 03 BA 01 26
Tx:1267-10:15:33.123-02 55 00 00 00 00 00 00 00
Rx:1268-10:15:34.640-01 0C FB 01 EA 03 B2 01 21
Tx:1269-10:15:34.643-01 55 00 00 00 00 00 00 00
Rx:1270-10:15:35.910-02 0C F5 01 E9 03 B9 01 26
Tx:1271-10:15:35.913-02 55 00 00 00 00 00 00 00
Rx:1272-10:15:36.120-01 0C E6 01 F7 03 B3 01 22
Tx:1273-10:15:36.123-01 55 00 00 00 00 00 00 00
Rx:1274-10:15:37.640-02 0C E9 01 E2 03 B6 01 20
Tx:1275-10:15:37.643-02 55 00 00 00 00 00 00 00
Rx:1276-10:15:38.910-01 0C E9 01 DC 03 BA 01 26
Tx:1277-10:15:38.913-01 55 00 00 00 00 00 00 00
Rx:1278-10:15:39.120-02 0C E7 01 E6 03 B8 01 1F
Tx:1279-10:15:39.123-02 55 00 00 00 00 00 00 00
Rx:1280-10:15:40.640-01 0C DE 01 DC 03 B5 01 21
Tx:1281-10:15:40.643-01 55 00 00 00 00 00 00 00
Rx:1282-10:15:41.910-02 0C E8 01 EB 03 B7 01 1E
Tx:1283-10:15:41.913-02 55 00 00 00 00 00 00 00
Rx:1284-10:15:42.120-01 0C EC 01 DD 03 B5 01 21
Tx:1285-10:15:42.123-01 55 00 00 00 00 00 00 00
Rx:1286-10:15:43.640-02 0C DF 01 E3 03 B5 01 1F
Tx:1287-10:15:43.643-02 55 00 00 00 00 00 00 00
Rx:1288-10:15:44.910-01 0C DE 02 01 03 B5 01 1A
Tx:1289-10:15:44.913-01 55 00 00 00 00 00 00 00
Rx:1290-10:15:45.120-02 0C D9 02 05 03 B4 01 1A
Tx:1291-10:15:45.123-02 55 00 00 00 00 00 00 00
Rx:1292-10:15:46.640-01 0C E5 01 E6 03 B8 01 19
Tx:1293-10:15:46.643-01 55 00 00 00 00 00 00 00
Rx:1294-10:15:47.910-02 0C D1 01 F9 03 BA 01 1B
Tx:1295-10:15:47.913-02 55 00 00 00 00 00 00 00
Rx:1296-10:15:48.120-01 0C DF 01 F6 03 B4 01 1C
Tx:1297-10:15:48.123-01 55 00 00 00 00 00 00 00
Rx:1298-10:15:49.640-02 0C D5 02 07 03 B9 01 18
Tx:1299-10:15:49.643-02 55 00 00 00 00 00 00 00
Rx:1300-10:15:50.910-01 0C DE 01 F7 03 B2 01 16
Tx:1301-10:15:50.913-01 55 00 00 00 00 00 00 00
Rx:1302-10:15:51.120-02 0C CD 01 E9 03 B6 01 19
Tx:1303-10:15:51.123-02 55 00 00 00 00 00 00 00
Rx:1304-10:15:52.640-01 0C C9 01 F5 03 B9 01 19
Tx:1305-10:15:52.643-01 55 00 00 00 00 00 00 00
Rx:1306-10:15:53.910-02 0C CE 01 E8 03 B8 01 19
Tx:1307-10:15:53.913-02 55 00 00 00 00 00 00 00
Rx:1308-10:15:54.120-01 0C D1 01 F7 03 B1 01 16
Tx:1309-10:15:54.123-01 55 00 00 00 00 00 00 00
Rx:1310-10:15:55.640-02 0C C7 02 0B 03 B4 01 1A
Tx:1311-10:15:55.643-02 55 00 00 00 00 00 00 00
Rx:1312-10:15:56.910-01 0C C8 01 F1 03 B3 01 11
Tx:1313-10:15:56.913-01 55 00 00 00 00 00 00 00
Rx:1314-10:15:57.120-02 0C D1 02 0F 03 B8 01 17
Tx:1315-10:15:57.123-02 55 00 00 00 00 00 00 00
Rx:1316-10:15:58.640-01 0C D2 02 0F 03 B1 01 12
Tx:1317-10:15:58.643-01 55 00 00 00 00 00 00 00
Rx:1318-10:15:59.910-02 0C CA 02 0B 03 B1 01 11
Tx:1319-10:15:59.913-02 55 00 00 00 00 00 00 00
Rx:1320-10:16:00.120-01 0C CE 02 05 03 B5 01 12
Tx:1321-10:16:00.123-01 55 00 00 00 00 00 00 00
Rx:1322-10:16:01.640-02 0C BD 02 09 03 B8 01 10
Tx:1323-10:16:01.643-02 55 00 00 00 00 00 00 00
Rx:1324-10:16:02.910-01 0C B9 02 0C 03 B1 01 14
Tx:1325-10:16:02.913-01 55 00 00 00 00 00 00 00
Rx:1326-10:16:03.120-02 0C BE 01 FC 03 B9 01 13
Tx:1327-10:16:03.123-02 55 00 00 00 00 00 00 00
Rx:1328-10:16:04.640-01 0C C7 02 10 03 B6 01 0F
Tx:1329-10:16:04.643-01 55 00 00 00 00 00 00 00
Rx:1330-10:16:05.910-02 0C C2 02 00 03 B8 01 0E
Tx:1331-10:16:05.913-02 55 00 00 00 00 00 00 00
Rx:1332-10:16:06.120-01 0C B8 02 06 03 B1 01 10
Tx:1333-10:16:06.123-01 55 00 00 00 00 00 00 00
Rx:1334-10:16:07.640-02 0C C1 02 11 03 B1 01 0D
Tx:1335-10:16:07.643-02 55 00 00 00 00 00 00 00
Rx:1336-10:16:08.910-01 0C B7 02 05 03 B8 01 0A
Tx:1337-10:16:08.913-01 55 00 00 00 00 00 00 00
Rx:1338-10:16:09.120-02 0C B8 02 00 03 B7 01 0F
Tx:1339-10:16:09.123-02 55 00 00 00 00 00 00 00
Rx:1340-10:16:10.640-01 0C BA 02 0C 03 B1 01 0B
Tx:1341-10:16:10.643-01 55 00 00 00 00 00 00 00
Rx:1342-10:16:11.910-02 0C B5 02 15 03 B6 01 08
Tx:1343-10:16:11.913-02 55 00 00 00 00 00 00 00
Rx:1344-10:16:12.120-01 0C B0 01 FB 03 B8 01 07
Tx:1345-10:16:12.123-01 55 00 00 00 00 00 00 00
Rx:1346-10:16:13.640-02 0C B1 02 11 03 B1 01 0E
Tx:1347-10:16:13.643-02 55 00 00 00 00 00 00 00
Rx:1348-10:16:14.910-01 0C AD 02 0D 03 B7 01 0B
Tx:1349-10:16:14.913-01 55 00 00 00 00 00 00 00
Rx:1350-10:16:15.120-02 0C B9 02 11 03 B3 01 07
Tx:1351-10:16:15.123-02 55 00 00 00 00 00 00 00
Rx:1352-10:16:16.640-01 0C A9 02 21 03 B7 01 05
Tx:1353-10:16:16.643-01 55 00 00 00 00 00 00 00
Rx:1354-10:16:17.910-02 0C B6 01 FE 03 AF 01 04
Tx:1355-10:16:17.913-02 55 00 00 00 00 00 00 00
Rx:1356-10:16:18.120-01 0C AC 02 16 03 B5 01 05
Tx:1357-10:16:18.123-01 55 00 00 00 00 00 00 00
Rx:1358-10:16:19.640-02 0C AB 02 08 03 B7 01 09
Tx:1359-10:16:19.643-02 55 00 00 00 00 00 00 00
Rx:1360-10:16:20.910-01 0C AC 02 0E 03 B8 01 08
Tx:1361-10:16:20.913-01 55 00 00 00 00 00 00 00
Rx:1362-10:16:21.120-02 0C AF 02 08 03 B6 01 01
Tx:1363-10:16:21.123-02 55 00 00 00 00 00 00 00
Rx:1364-10:16:22.640-01 0C A2 02 0C 03 B1 01 02
Tx:1365-10:16:22.643-01 55 00 00 00 00 00 00 00
Rx:1366-10:16:23.910-02 0C 9E 02 22 03 B3 01 01
Tx:1367-10:16:23.913-02 55 00 00 00 00 00 00 00
Rx:1368-10:16:24.120-01 0C A2 02 09 03 B4 01 01
Tx:1369-10:16:24.123-01 55 00 00 00 00 00 00 00
Rx:1370-10:16:25.640-02 0C AA 02 04 03 B2 00 FF
Tx:1371-10:16:25.643-02 55 00 00 00 00 00 00 00
Rx:1372-10:16:26.910-01 0C A4 02 17 03 B7 01 02
Tx:1373-10:16:26.913-01 55 00 00 00 00 00 00 00
Rx:1374-10:16:27.120-02 0C A0 02 17 03 B2 01 01
Tx:1375-10:16:27.123-02 55 00 00 00 00 00 00 00
Rx:1376-10:16:28.640-01 0C AA 02 14 03 AF 01 00
Tx:1377-10:16:28.643-01 55 00 00 00 00 00 00 00
Rx:1378-10:16:29.910-02 0C 9B 02 1A 03 AE 00 FF
Tx:1379-10:16:29.913-02 55 00 00 00 00 00 00 00
Rx:1380-10:16:30.120-01 0C A3 02 0C 03 B5 01 03
Tx:1381-10:16:30.123-01 55 00 00 00 00 00 00 00
Rx:1382-10:16:31.640-02 0C 9E 02 2D 03 B1 00 FE
Tx:1383-10:16:31.643-02 55 00 00 00 00 00 00 00
Rx:1384-10:16:32.910-01 0C A6 02 2E 03 AE 01 00
Tx:1385-10:16:32.913-01 55 00 00 00 00 00 00 00
Rx:1386-10:16:33.120-02 0C 93 02 28 03 B5 00 FC
Tx:1387-10:16:33.123-02 55 00 00 00 00 00 00 00
Rx:1388-10:16:34.640-01 0C 96 02 29 03 B7 00 FD
Tx:1389-10:16:34.643-01 55 00 00 00 00 00 00 00
Rx:1390-10:16:35.910-02 0C 95 02 2B 03 B6 00 FA
Tx:1391-10:16:35.913-02 55 00 00 00 00 00 00 00
Rx:1392-10:16:36.120-01 0C 90 02 19 03 B4 00 FF
Tx:1393-10:16:36.123-01 55 00 00 00 00 00 00 00
Rx:1394-10:16:37.640-02 0C 9F 02 31 03 B2 00 FD
Tx:1395-10:16:37.643-02 55 00 00 00 00 00 00 00
Rx:1396-10:16:38.910-01 0C 91 02 25 03 B7 00 FA
Tx:1397-10:16:38.913-01 55 00 00 00 00 00 00 00
Rx:1398-10:16:39.120-02 0C 9C 02 11 03 B0 00 F7
Tx:1399-10:16:39.123-02 55 00 00 00 00 00 00 00
Rx:1400-10:16:40.640-01 0C 8E 02 0F 03 B5 00 F7
Tx:1401-10:16:40.643-01 55 00 00 00 00 00 00 00
Rx:1402-10:16:41.910-02 0C 98 02 1E 03 B3 00 F9
Tx:1403-10:16:41.913-02 55 00 00 00 00 00 00 00
Rx:1404-10:16:42.120-01 0C 95 02 2B 03 AE 00 F8
Tx:1405-10:16:42.123-01 55 00 00 00 00 00 00 00
Rx:1406-10:16:43.640-02 0C 96 02 15 03 AE 00 FB
Tx:1407-10:16:43.643-02 55 00 00 00 00 00 00 00
Rx:1408-10:16:44.910-01 0C 94 02 0F 03 AD 00 F5
Tx:1409-10:16:44.913-01 55 00 00 00 00 00 00 00
Rx:1410-10:16:45.120-02 0C 94 02 17 03 B1 00 F9
Tx:1411-10:16:45.123-02 55 00 00 00 00 00 00 00
Rx:1412-10:16:46.640-01 0C 8C 02 33 03 AD 00 F8
Tx:1413-10:16:46.643-01 55 00 00 00 00 00 00 00
Rx:1414-10:16:47.910-02 0C 8D 02 20 03 AC 00 F6
Tx:1415-10:16:47.913-02 55 00 00 00 00 00 00 00
Rx:1416-10:16:48.120-01 0C 8A 02 14 03 AE 00 F9
Tx:1417-10:16:48.123-01 55 00 00 00 00 00 00 00
Rx:1418-10:16:49.640-02 0C 93 02 0F 03 B3 00 F3
Tx:1419-10:16:49.643-02 55 00 00 00 00 00 00 00
Rx:1420-10:16:50.910-01 0C 8D 02 0F 03 AB 00 F7
Tx:1421-10:16:50.913-01 55 00 00 00 00 00 00 00
Rx:1422-10:16:51.120-02 0C 93 02 1F 03 B2 00 F0
Tx:1423-10:16:51.123-02 55 00 00 00 00 00 00 00
Rx:1424-10:16:52.640-01 0C 8C 02 22 03 AD 00 F4
Tx:1425-10:16:52.643-01 55 00 00 00 00 00 00 00
Rx:1426-10:16:53.910-02 0C 87 02 31 03 AD 00 F2
Tx:1427-10:16:53.913-02 55 00 00 00 00 00 00 00
Rx:1428-10:16:54.120-01 0C 87 02 1E 03 AE 00 F6
Tx:1429-10:16:54.123-01 55 00 00 00 00 00 00 00
Rx:1430-10:16:55.640-02 0C 92 02 28 03 B4 00 EE
Tx:1431-10:16:55.643-02 55 00 00 00 00 00 00 00
Rx:1432-10:16:56.910-01 0C 93 02 25 03 AB 00 F3
Tx:1433-10:16:56.913-01 55 00 00 00 00 00 00 00
Rx:1434-10:16:57.120-02 0C 84 02 2A 03 AD 00 F4
Tx:1435-10:16:57.123-02 55 00 00 00 00 00 00 00
Rx:1436-10:16:58.640-01 0C 8B 02 1B 03 B1 00 EE
Tx:1437-10:16:58.643-01 55 00 00 00 00 00 00 00
Rx:1438-10:16:59.910-02 0C 85 02 36 03 B3 00 F2
Tx:1439-10:16:59.913-02 55 00 00 00 00 00 00 00
Rx:1440-10:17:00.120-01 0C 7F 02 25 03 AE 00 EC
Tx:1441-10:17:00.123-01 55 00 00 00 00 00 00 00
Rx:1442-10:17:01.640-02 0C 83 02 1B 03 B1 00 EF
Tx:1443-10:17:01.643-02 55 00 00 00 00 00 00 00
Rx:1444-10:17:02.910-01 0C 85 02 1B 03 AE 00 F1
Tx:1445-10:17:02.913-01 55 00 00 00 00 00 00 00
Rx:1446-10:17:03.120-02 0C 8D 02 35 03 AD 00 EC
Tx:1447-10:17:03.123-02 55 00 00 00 00 00 00 00
Rx:1448-10:17:04.640-01 0C 85 02 33 03 B3 00 EF
Tx:1449-10:17:04.643-01 55 00 00 00 00 00 00 00
Rx:1450-10:17:05.910-02 0C 7C 02 19 03 AB 00 F0
Tx:1451-10:17:05.913-02 55 00 00 00 00 00 00 00
Rx:1452-10:17:06.120-01 0C 85 02 29 03 B1 00 EE
Tx:1453-10:17:06.123-01 55 00 00 00 00 00 00 00
Rx:1454-10:17:07.640-02 0C 81 02 23 03 AD 00 ED
Tx:1455-10:17:07.643-02 55 00 00 00 00 00 00 00
Rx:1456-10:17:08.910-01 0C 7B 02 19 03 AA 00 EA
Tx:1457-10:17:08.913-01 55 00 00 00 00 00 00 00
Rx:1458-10:17:09.120-02 0C 89 02 24 03 AD 00 E9
Tx:1459-10:17:09.123-02 55 00 00 00 00 00 00 00
Rx:1460-10:17:10.640-01 0C 83 02 24 03 A9 00 E8
Tx:1461-10:17:10.643-01 55 00 00 00 00 00 00 00
Rx:1462-10:17:11.910-02 0C 81 02 25 03 AA 00 E8
Tx:1463-10:17:11.913-02 55 00 00 00 00 00 00 00
Rx:1464-10:17:12.120-01 0C 84 02 2D 03 AE 00 EA
Tx:1465-10:17:12.123-01 55 00 00 00 00 00 00 00
Rx:1466-10:17:13.640-02 0C 87 02 21 03 A8 00 EA
Tx:1467-10:17:13.643-02 55 00 00 00 00 00 00 00
Rx:1468-10:17:14.910-01 0C 7F 02 11 03 AC 00 EB
Tx:1469-10:17:14.913-01 55 00 00 00 00 00 00 00
Rx:1470-10:17:15.120-02 0C 8B 02 24 03 AD 00 EB
Tx:1471-10:17:15.123-02 55 00 00 00 00 00 00 00
Rx:1472-10:17:16.640-01 0C 85 02 29 03 AE 00 EC
Tx:1473-10:17:16.643-01 55 00 00 00 00 00 00 00
Rx:1474-10:17:17.910-02 0C 86 02 1C 03 B0 00 EB
Tx:1475-10:17:17.913-02 55 00 00 00 00 00 00 00
Rx:1476-10:17:18.120-01 0C 7F 02 17 03 AD 00 E8
Tx:1477-10:17:18.123-01 55 00 00 00 00 00 00 00
Rx:1478-10:17:19.640-02 0C 7B 02 16 03 AA 00 E7
Tx:1479-10:17:19.643-02 55 00 00 00 00 00 00 00
Rx:1480-10:17:20.910-01 0C 87 02 1E 03 B0 00 E6
Tx:1481-10:17:20.913-01 55 00 00 00 00 00 00 00
Rx:1482-10:17:21.120-02 0C 7B 02 17 03 AF 00 E2
Tx:1483-10:17:21.123-02 55 00 00 00 00 00 00 00
Rx:1484-10:17:22.640-01 0C 82 02 12 03 B0 00 E3
Tx:1485-10:17:22.643-01 55 00 00 00 00 00 00 00
Rx:1486-10:17:23.910-02 0C 7B 02 17 03 AF 00 E8
Tx:1487-10:17:23.913-02 55 00 00 00 00 00 00 00
Rx:1488-10:17:24.120-01 0C 8A 02 18 03 B0 00 E4
Tx:1489-10:17:24.123-01 55 00 00 00 00 00 00 00
Rx:1490-10:17:25.640-02 0C 87 02 10 03 AF 00 E6
Tx:1491-10:17:25.643-02 55 00 00 00 00 00 00 00
Rx:1492-10:17:26.910-01 0C 7D 02 17 03 AE 00 E6
Tx:1493-10:17:26.913-01 55 00 00 00 00 00 00 00
Rx:1494-10:17:27.120-02 0C 7B 02 03 03 A7 00 E5
Tx:1495-10:17:27.123-02 55 00 00 00 00 00 00 00
Rx:1496-10:17:28.640-01 0C 86 01 FD 03 AA 00 E6
Tx:1497-10:17:28.643-01 55 00 00 00 00 00 00 00
Rx:1498-10:17:29.910-02 0C 86 02 13 03 A9 00 E0
Tx:1499-10:17:29.913-02 55 00 00 00 00 00 00 00
Rx:1500-10:17:30.120-01 0C 85 01 FF 03 A8 00 E0
Tx:1501-10:17:30.123-01 55 00 00 00 00 00 00 00
Rx:1502-10:17:31.640-02 0C 86 02 04 03 A9 00 E3
Tx:1503-10:17:31.643-02 55 00 00 00 00 00 00 00
Rx:1504-10:17:32.910-01 0C 88 02 0A 03 A9 00 E2
Tx:1505-10:17:32.913-01 55 00 00 00 00 00 00 00
Rx:1506-10:17:33.120-02 0C 7E 02 02 03 AE 00 DE
Tx:1507-10:17:33.123-02 55 00 00 00 00 00 00 00
Rx:1508-10:17:34.640-01 0C 7D 02 0E 03 AB 00 E3
Tx:1509-10:17:34.643-01 55 00 00 00 00 00 00 00
Rx:1510-10:17:35.910-02 0C 88 02 07 03 AB 00 E1
Tx:1511-10:17:35.913-02 55 00 00 00 00 00 00 00
Rx:1512-10:17:36.120-01 0C 78 02 09 03 A4 00 DD
Tx:1513-10:17:36.123-01 55 00 00 00 00 00 00 00
Rx:1514-10:17:37.640-02 0C 87 02 14 03 AB 00 E0
Tx:1515-10:17:37.643-02 55 00 00 00 00 00 00 00
Rx:1516-10:17:38.910-01 0C 81 02 08 03 AD 00 DF
Tx:1517-10:17:38.913-01 55 00 00 00 00 00 00 00
Rx:1518-10:17:39.120-02 0C 85 01 F8 03 A8 00 E1
Tx:1519-10:17:39.123-02 55 00 00 00 00 00 00 00
Rx:1520-10:17:40.640-01 0C 77 01 ED 03 AC 00 E2
Tx:1521-10:17:40.643-01 55 00 00 00 00 00 00 00
Rx:1522-10:17:41.910-02 0C 85 01 F2 03 A7 00 E0
Tx:1523-10:17:41.913-02 55 00 00 00 00 00 00 00
Rx:1524-10:17:42.120-01 0C 85 01 FA 03 AB 00 DF
Tx:1525-10:17:42.123-01 55 00 00 00 00 00 00 00
Rx:1526-10:17:43.640-02 0C 7F 01 F9 03 A7 00 DD
Tx:1527-10:17:43.643-02 55 00 00 00 00 00 00 00
Rx:1528-10:17:44.910-01 0C 86 01 F8 03 A3 00 DA
Tx:1529-10:17:44.913-01 55 00 00 00 00 00 00 00
Rx:1530-10:17:45.120-02 0C 7A 02 02 03 A7 00 DD
Tx:1531-10:17:45.123-02 55 00 00 00 00 00 00 00
Rx:1532-10:17:46.640-01 0C 86 01 E1 03 A6 00 DC
Tx:1533-10:17:46.643-01 55 00 00 00 00 00 00 00
Rx:1534-10:17:47.910-02 0C 86 01 EA 03 AB 00 DB
Tx:1535-10:17:47.913-02 55 00 00 00 00 00 00 00
Rx:1536-10:17:48.120-01 0C 8C 01 F1 03 A8 00 DF
Tx:1537-10:17:48.123-01 55 00 00 00 00 00 00 00
Rx:1538-10:17:49.640-02 0C 89 01 EE 03 A8 00 DE
Tx:1539-10:17:49.643-02 55 00 00 00 00 00 00 00
Rx:1540-10:17:50.910-01 0C 82 01 F8 03 A1 00 DF
Tx:1541-10:17:50.913-01 55 00 00 00 00 00 00 00
Rx:1542-10:17:51.120-02 0C 7F 01 E1 03 A8 00 D9
Tx:1543-10:17:51.123-02 55 00 00 00 00 00 00 00
Rx:1544-10:17:52.640-01 0C 8B 01 D5 03 A2 00 DE
Tx:1545-10:17:52.643-01 55 00 00 00 00 00 00 00
Rx:1546-10:17:53.910-02 0C 7B 01 F2 03 A2 00 DA
Tx:1547-10:17:53.913-02 55 00 00 00 00 00 00 00
Rx:1548-10:17:54.120-01 0C 7F 01 DA 03 A4 00 DC
Tx:1549-10:17:54.123-01 55 00 00 00 00 00 00 00
Rx:1550-10:17:55.640-02 0C 8E 01 DE 03 A5 00 D8
Tx:1551-10:17:55.643-02 55 00 00 00 00 00 00 00
Rx:1552-10:17:56.910-01 0C 81 01 D4 03 A8 00 D8
Tx:1553-10:17:56.913-01 55 00 00 00 00 00 00 00
Rx:1554-10:17:57.120-02 0C 7D 01 E7 03 A5 00 D7
Tx:1555-10:17:57.123-02 55 00 00 00 00 00 00 00
Rx:1556-10:17:58.640-01 0C 8D 01 DA 03 A7 00 DC
Tx:1557-10:17:58.643-01 55 00 00 00 00 00 00 00
Rx:1558-10:17:59.910-02 0C 7F 01 CF 03 A3 00 D5
Tx:1559-10:17:59.913-02 55 00 00 00 00 00 00 00
Rx:1560-10:18:00.120-01 0C 8A 01 CF 03 9F 00 D5
Tx:1561-10:18:00.123-01 55 00 00 00 00 00 00 00
Rx:1562-10:18:01.640-02 0C 84 01 D1 03 A5 00 DB
Tx:1563-10:18:01.643-02 55 00 00 00 00 00 00 00
Rx:1564-10:18:02.910-01 0C 89 01 CC 03 9F 00 DA
Tx:1565-10:18:02.913-01 55 00 00 00 00 00 00 00
Rx:1566-10:18:03.120-02 0C 91 01 DB 03 A4 00 DB
Tx:1567-10:18:03.123-02 55 00 00 00 00 00 00 00
Rx:1568-10:18:04.640-01 0C 83 01 D1 03 A0 00 D6
Tx:1569-10:18:04.643-01 55 00 00 00 00 00 00 00
Rx:1570-10:18:05.910-02 0C 81 01 D1 03 9E 00 D7
Tx:1571-10:18:05.913-02 55 00 00 00 00 00 00 00
Rx:1572-10:18:06.120-01 0C 85 01 C8 03 A3 00 D5
Tx:1573-10:18:06.123-01 55 00 00 00 00 00 00 00
Rx:1574-10:18:07.640-02 0C 8E 01 C3 03 A4 00 D7
Tx:1575-10:18:07.643-02 55 00 00 00 00 00 00 00
Rx:1576-10:18:08.910-01 0C 92 01 C3 03 A2 00 D7
Tx:1577-10:18:08.913-01 55 00 00 00 00 00 00 00
Rx:1578-10:18:09.120-02 0C 93 01 C8 03 A0 00 D4
Tx:1579-10:18:09.123-02 55 00 00 00 00 00 00 00
Rx:1580-10:18:10.640-01 0C 93 01 CA 03 9C 00 D8
Tx:1581-10:18:10.643-01 55 00 00 00 00 00 00 00
Rx:1582-10:18:11.910-02 0C 8B 01 C9 03 9E 00 D2
Tx:1583-10:18:11.913-02 55 00 00 00 00 00 00 00
Rx:1584-10:18:12.120-01 0C 92 01 B5 03 9C 00 D4
Tx:1585-10:18:12.123-01 55 00 00 00 00 00 00 00
Rx:1586-10:18:13.640-02 0C 93 01 A4 03 A3 00 D7
Tx:1587-10:18:13.643-02 55 00 00 00 00 00 00 00
Rx:1588-10:18:14.910-01 0C 93 01 AB 03 A2 00 D4
Tx:1589-10:18:14.913-01 55 00 00 00 00 00 00 00
Rx:1590-10:18:15.120-02 0C 88 01 A3 03 9C 00 D5
Tx:1591-10:18:15.123-02 55 00 00 00 00 00 00 00
Rx:1592-10:18:16.640-01 0C 94 01 9F 03 9C 00 D2
Tx:1593-10:18:16.643-01 55 00 00 00 00 00 00 00
Rx:1594-10:18:17.910-02 0C 8A 01 94 03 9E 00 D4
Tx:1595-10:18:17.913-02 55 00 00 00 00 00 00 00
Rx:1596-10:18:18.120-01 0C 9D 01 AD 03 A0 00 D7
Tx:1597-10:18:18.123-01 55 00 00 00 00 00 00 00
Rx:1598-10:18:19.640-02 0C 9E 01 A0 03 9A 00 D2
Tx:1599-10:18:19.643-02 55 00 00 00 00 00 00 00
Rx:1600-10:18:20.910-01 0C 9C 01 A5 03 9A 00 D8
Tx:1601-10:18:20.913-01 55 00 00 00 00 00 00 00
Rx:1602-10:18:21.120-02 0C 8F 01 8C 03 9A 00 D1
Tx:1603-10:18:21.123-02 55 00 00 00 00 00 00 00
Rx:1604-10:18:22.640-01 0C 8F 01 9D 03 9C 00 D0
Tx:1605-10:18:22.643-01 55 00 00 00 00 00 00 00
Rx:1606-10:18:23.910-02 0C 95 01 8E 03 9C 00 D7
Tx:1607-10:18:23.913-02 55 00 00 00 00 00 00 00
Rx:1608-10:18:24.120-01 0C 92 01 9D 03 9F 00 D7
Tx:1609-10:18:24.123-01 55 00 00 00 00 00 00 00
Rx:1610-10:18:25.640-02 0C 9C 01 9F 03 98 00 D5
Tx:1611-10:18:25.643-02 55 00 00 00 00 00 00 00
Rx:1612-10:18:26.910-01 0C 9E 01 98 03 9E 00 D3
Tx:1613-10:18:26.913-01 55 00 00 00 00 00 00 00
Rx:1614-10:18:27.120-02 0C A0 01 78 03 9F 00 D5
Tx:1615-10:18:27.123-02 55 00 00 00 00 00 00 00
Rx:1616-10:18:28.640-01 0C A2 01 79 03 97 00 D6
Tx:1617-10:18:28.643-01 55 00 00 00 00 00 00 00
Rx:1618-10:18:29.910-02 0C 9E 01 6E 03 A1 00 D0
Tx:1619-10:18:29.913-02 55 00 00 00 00 00 00 00
Rx:1620-10:18:30.120-01 0C 9F 01 8E 03 97 00 D2
Tx:1621-10:18:30.123-01 55 00 00 00 00 00 00 00
Rx:1622-10:18:31.640-02 0C A6 01 6A 03 9F 00 D3
Tx:1623-10:18:31.643-02 55 00 00 00 00 00 00 00
Rx:1624-10:18:32.910-01 0C A6 01 77 03 9C 00 D3
Tx:1625-10:18:32.913-01 55 00 00 00 00 00 00 00
Rx:1626-10:18:33.120-02 0C AD 01 6E 03 9B 00 D5
Tx:1627-10:18:33.123-02 55 00 00 00 00 00 00 00
Rx:1628-10:18:34.640-01 0C A4 01 62 03 9E 00 CF
Tx:1629-10:18:34.643-01 55 00 00 00 00 00 00 00
Rx:1630-10:18:35.910-02 0C A5 01 62 03 9A 00 D6
Tx:1631-10:18:35.913-02 55 00 00 00 00 00 00 00
Rx:1632-10:18:36.120-01 0C A6 01 6E 03 97 00 D2
Tx:1633-10:18:36.123-01 55 00 00 00 00 00 00 00
Rx:1634-10:18:37.640-02 0C AC 01 5E 03 97 00 D6
Tx:1635-10:18:37.643-02 55 00 00 00 00 00 00 00
Rx:1636-10:18:38.910-01 0C A9 01 6D 03 96 00 D5
Tx:1637-10:18:38.913-01 55 00 00 00 00 00 00 00
Rx:1638-10:18:39.120-02 0C B3 01 59 03 9B 00 D1
Tx:1639-10:18:39.123-02 55 00 00 00 00 00 00 00
Rx:1640-10:18:40.640-01 0C AF 01 4E 03 9B 00 D3
Tx:1641-10:18:40.643-01 55 00 00 00 00 00 00 00
Rx:1642-10:18:41.910-02 0C A6 01 67 03 97 00 D4
