id,active_electric_energy,date,floor,total_apparent_power,MAC,Device
8621684,3705.382,2025-11-14 20:03:09.256106099,1,2.286,03:08:DC:AB:CD:EF,PWR_03
8621685,3705.382,2025-11-14 20:03:12.136833729,1,2.302,03:08:DC:AB:CD:EF,PWR_03
8621686,3705.386,2025-11-14 20:03:14.904930711,1,2.334,03:08:DC:AB:CD:EF,PWR_03
8621687,3705.388,2025-11-14 20:03:17.939666562,1,2.304,03:08:DC:AB:CD:EF,PWR_03
8621688,3705.388,2025-11-14 20:03:20.550965628,1,2.201,03:08:DC:AB:CD:EF,PWR_03
8621689,3705.39,2025-11-14 20:03:23.506114244,1,2.039,03:08:DC:AB:CD:EF,PWR_03
8621690,3705.39,2025-11-14 20:03:26.828471080,1,1.98,03:08:DC:AB:CD:EF,PWR_03
8621691,3705.392,2025-11-14 20:03:29.577381726,1,1.999,03:08:DC:AB:CD:EF,PWR_03
8621692,3705.394,2025-11-14 20:03:32.474705250,1,1.933,03:08:DC:AB:CD:EF,PWR_03
8621693,3705.394,2025-11-14 20:03:35.270133701,1,1.966,03:08:DC:AB:CD:EF,PWR_03
8621694,3705.396,2025-11-14 20:03:38.158948169,1,1.949,03:08:DC:AB:CD:EF,PWR_03
8621695,3705.398,2025-11-14 20:03:40.937081467,1,1.921,03:08:DC:AB:CD:EF,PWR_03
8621696,3705.398,2025-11-14 20:03:43.778080104,1,1.93,03:08:DC:AB:CD:EF,PWR_03
8621697,3705.399,2025-11-14 20:03:46.762275123,1,1.89,03:08:DC:AB:CD:EF,PWR_03
8621698,3705.399,2025-11-14 20:03:49.570140961,1,1.894,03:08:DC:AB:CD:EF,PWR_03
8621699,3705.402,2025-11-14 20:03:52.503947732,1,1.902,03:08:DC:AB:CD:EF,PWR_03
8621700,3705.402,2025-11-14 20:03:55.310496457,1,1.983,03:08:DC:AB:CD:EF,PWR_03
8621701,3705.402,2025-11-14 20:03:58.373757134,1,1.988,03:08:DC:AB:CD:EF,PWR_03
8621702,3705.406,2025-11-14 20:04:01.353068037,1,1.97,03:08:DC:AB:CD:EF,PWR_03
8621703,3705.406,2025-11-14 20:04:04.207941225,1,1.947,03:08:DC:AB:CD:EF,PWR_03
8621704,3705.407,2025-11-14 20:04:06.823463342,1,1.972,03:08:DC:AB:CD:EF,PWR_03
8621705,3705.407,2025-11-14 20:04:09.849378586,1,1.98,03:08:DC:AB:CD:EF,PWR_03
8621706,3705.409,2025-11-14 20:04:12.826260780,1,1.944,03:08:DC:AB:CD:EF,PWR_03
8621707,3705.411,2025-11-14 20:04:15.656828102,1,1.893,03:08:DC:AB:CD:EF,PWR_03
8621708,3705.411,2025-11-14 20:04:18.422942030,1,1.901,03:08:DC:AB:CD:EF,PWR_03
8621709,3705.412,2025-11-14 20:04:21.652565798,1,1.899,03:08:DC:AB:CD:EF,PWR_03
8621710,3705.414,2025-11-14 20:04:24.393363832,1,1.912,03:08:DC:AB:CD:EF,PWR_03
8621711,3705.414,2025-11-14 20:04:27.047691382,1,1.974,03:08:DC:AB:CD:EF,PWR_03
8621712,3705.417,2025-11-14 20:04:30.056991268,1,1.912,03:08:DC:AB:CD:EF,PWR_03
8621713,3705.417,2025-11-14 20:04:32.869368448,1,1.956,03:08:DC:AB:CD:EF,PWR_03
8621714,3705.417,2025-11-14 20:04:35.578334751,1,1.912,03:08:DC:AB:CD:EF,PWR_03
8621715,3705.419,2025-11-14 20:04:38.698215874,1,1.893,03:08:DC:AB:CD:EF,PWR_03
8621716,3705.421,2025-11-14 20:04:41.266734711,1,1.893,03:08:DC:AB:CD:EF,PWR_03
8621717,3705.421,2025-11-14 20:04:44.093158878,1,1.912,03:08:DC:AB:CD:EF,PWR_03
8621718,3705.423,2025-11-14 20:04:46.937763889,1,1.881,03:08:DC:AB:CD:EF,PWR_03
8621719,3705.424,2025-11-14 20:04:49.890095576,1,1.897,03:08:DC:AB:CD:EF,PWR_03
8621720,3705.425,2025-11-14 20:04:52.694386280,1,1.928,03:08:DC:AB:CD:EF,PWR_03
8621721,3705.425,2025-11-14 20:04:55.923679794,1,1.924,03:08:DC:AB:CD:EF,PWR_03
8621722,3705.426,2025-11-14 20:04:58.599743402,1,1.964,03:08:DC:AB:CD:EF,PWR_03
8621723,3705.43,2025-11-14 20:05:01.400109861,1,1.926,03:08:DC:AB:CD:EF,PWR_03
8621724,3705.43,2025-11-14 20:05:04.140043398,1,1.884,03:08:DC:AB:CD:EF,PWR_03
8621725,3705.43,2025-11-14 20:05:07.209918858,1,1.904,03:08:DC:AB:CD:EF,PWR_03
8621726,3705.434,2025-11-14 20:05:10.120560039,1,1.923,03:08:DC:AB:CD:EF,PWR_03
8621727,3705.434,2025-11-14 20:05:12.927138122,1,1.922,03:08:DC:AB:CD:EF,PWR_03
8621728,3705.434,2025-11-14 20:05:15.643102221,1,1.944,03:08:DC:AB:CD:EF,PWR_03
8621729,3705.436,2025-11-14 20:05:18.518773134,1,1.93,03:08:DC:AB:CD:EF,PWR_03
8621730,3705.436,2025-11-14 20:05:21.451362697,1,1.957,03:08:DC:AB:CD:EF,PWR_03
8621731,3705.438,2025-11-14 20:05:24.423337732,1,1.959,03:08:DC:AB:CD:EF,PWR_03
8621732,3705.44,2025-11-14 20:05:27.092060766,1,1.968,03:08:DC:AB:CD:EF,PWR_03
8621733,3705.44,2025-11-14 20:05:30.105850890,1,1.887,03:08:DC:AB:CD:EF,PWR_03
8621734,3705.442,2025-11-14 20:05:32.824613898,1,1.956,03:08:DC:AB:CD:EF,PWR_03
8621735,3705.442,2025-11-14 20:05:35.583966015,1,1.906,03:08:DC:AB:CD:EF,PWR_03
8621736,3705.444,2025-11-14 20:05:38.388353241,1,1.887,03:08:DC:AB:CD:EF,PWR_03
8621737,3705.445,2025-11-14 20:05:41.445657031,1,1.893,03:08:DC:AB:CD:EF,PWR_03
8621738,3705.445,2025-11-14 20:05:44.302194921,1,1.921,03:08:DC:AB:CD:EF,PWR_03
8621739,3705.448,2025-11-14 20:05:47.286500592,1,1.893,03:08:DC:AB:CD:EF,PWR_03
8621740,3705.448,2025-11-14 20:05:50.335170343,1,1.915,03:08:DC:AB:CD:EF,PWR_03
8621741,3705.448,2025-11-14 20:05:53.301753571,1,1.897,03:08:DC:AB:CD:EF,PWR_03
8621742,3705.45,2025-11-14 20:05:56.029438558,1,1.894,03:08:DC:AB:CD:EF,PWR_03
8621743,3705.452,2025-11-14 20:05:58.787513029,1,1.925,03:08:DC:AB:CD:EF,PWR_03
8621744,3705.452,2025-11-14 20:06:01.979920515,1,1.968,03:08:DC:AB:CD:EF,PWR_03
8621745,3705.453,2025-11-14 20:06:04.785553251,1,1.996,03:08:DC:AB:CD:EF,PWR_03
8621746,3705.455,2025-11-14 20:06:07.639576001,1,2.012,03:08:DC:AB:CD:EF,PWR_03
8621747,3705.457,2025-11-14 20:06:10.509976718,1,1.992,03:08:DC:AB:CD:EF,PWR_03
8621748,3705.457,2025-11-14 20:06:13.363318455,1,1.988,03:08:DC:AB:CD:EF,PWR_03
8621749,3705.458,2025-11-14 20:06:16.071697314,1,1.99,03:08:DC:AB:CD:EF,PWR_03
8621750,3705.46,2025-11-14 20:06:18.942233704,1,1.882,03:08:DC:AB:CD:EF,PWR_03
8621751,3705.46,2025-11-14 20:06:21.847602518,1,1.889,03:08:DC:AB:CD:EF,PWR_03
8621752,3705.46,2025-11-14 20:06:24.485651840,1,1.931,03:08:DC:AB:CD:EF,PWR_03
8621753,3705.463,2025-11-14 20:06:27.244307902,1,1.891,03:08:DC:AB:CD:EF,PWR_03
8621754,3705.463,2025-11-14 20:06:30.083652359,1,1.92,03:08:DC:AB:CD:EF,PWR_03
8621755,3705.465,2025-11-14 20:06:33.123711932,1,1.926,03:08:DC:AB:CD:EF,PWR_03
8621756,3705.467,2025-11-14 20:06:36.031694360,1,1.989,03:08:DC:AB:CD:EF,PWR_03
8621757,3705.467,2025-11-14 20:06:38.836113288,1,1.912,03:08:DC:AB:CD:EF,PWR_03
8621758,3705.469,2025-11-14 20:06:41.784996489,1,1.885,03:08:DC:AB:CD:EF,PWR_03
8621759,3705.47,2025-11-14 20:06:44.780993817,1,1.905,03:08:DC:AB:CD:EF,PWR_03
8621760,3705.47,2025-11-14 20:06:47.538326986,1,1.901,03:08:DC:AB:CD:EF,PWR_03
8621761,3705.471,2025-11-14 20:06:50.352859859,1,1.907,03:08:DC:AB:CD:EF,PWR_03
8621762,3705.471,2025-11-14 20:06:53.459990463,1,1.92,03:08:DC:AB:CD:EF,PWR_03
8621763,3705.475,2025-11-14 20:06:56.409593987,1,1.873,03:08:DC:AB:CD:EF,PWR_03
8621764,3705.475,2025-11-14 20:06:59.035214897,1,1.953,03:08:DC:AB:CD:EF,PWR_03
8621765,3705.475,2025-11-14 20:07:02.139653584,1,1.949,03:08:DC:AB:CD:EF,PWR_03
8621766,3705.479,2025-11-14 20:07:04.810791391,1,1.934,03:08:DC:AB:CD:EF,PWR_03
8621767,3705.479,2025-11-14 20:07:07.850263772,1,1.938,03:08:DC:AB:CD:EF,PWR_03
8621768,3705.479,2025-11-14 20:07:10.615040748,1,1.953,03:08:DC:AB:CD:EF,PWR_03
8621769,3705.481,2025-11-14 20:07:13.674509548,1,1.894,03:08:DC:AB:CD:EF,PWR_03
8621770,3705.481,2025-11-14 20:07:16.377148444,1,1.951,03:08:DC:AB:CD:EF,PWR_03
8621771,3705.483,2025-11-14 20:07:19.292765352,1,1.947,03:08:DC:AB:CD:EF,PWR_03
8621772,3705.483,2025-11-14 20:07:22.034148240,1,1.961,03:08:DC:AB:CD:EF,PWR_03
8621773,3705.487,2025-11-14 20:07:25.056493159,1,1.911,03:08:DC:AB:CD:EF,PWR_03
8621774,3705.489,2025-11-14 20:07:27.602731220,1,1.896,03:08:DC:AB:CD:EF,PWR_03
8621775,3705.489,2025-11-14 20:07:30.831047944,1,1.896,03:08:DC:AB:CD:EF,PWR_03
8621776,3705.491,2025-11-14 20:07:33.674941406,1,1.924,03:08:DC:AB:CD:EF,PWR_03
8621777,3705.492,2025-11-14 20:07:36.565320537,1,1.956,03:08:DC:AB:CD:EF,PWR_03
8621778,3705.492,2025-11-14 20:07:39.279428238,1,1.932,03:08:DC:AB:CD:EF,PWR_03
8621779,3705.495,2025-11-14 20:07:42.368327698,1,1.897,03:08:DC:AB:CD:EF,PWR_03
8621780,3705.495,2025-11-14 20:07:44.960365804,1,1.926,03:08:DC:AB:CD:EF,PWR_03
8621781,3705.495,2025-11-14 20:07:47.888415623,1,1.922,03:08:DC:AB:CD:EF,PWR_03
8621782,3705.497,2025-11-14 20:07:50.615016394,1,1.992,03:08:DC:AB:CD:EF,PWR_03
8621783,3705.499,2025-11-14 20:07:53.726591379,1,1.903,03:08:DC:AB:CD:EF,PWR_03
8621784,3705.499,2025-11-14 20:07:56.360987360,1,1.944,03:08:DC:AB:CD:EF,PWR_03
8621785,3705.5,2025-11-14 20:07:59.363193605,1,1.951,03:08:DC:AB:CD:EF,PWR_03
8621786,3705.502,2025-11-14 20:08:02.165592119,1,1.905,03:08:DC:AB:CD:EF,PWR_03
8621787,3705.502,2025-11-14 20:08:05.218355872,1,1.888,03:08:DC:AB:CD:EF,PWR_03
8621788,3705.504,2025-11-14 20:08:08.178942134,1,1.894,03:08:DC:AB:CD:EF,PWR_03
8621789,3705.504,2025-11-14 20:08:11.085649933,1,1.896,03:08:DC:AB:CD:EF,PWR_03
8621790,3705.507,2025-11-14 20:08:13.882813973,1,1.958,03:08:DC:AB:CD:EF,PWR_03
8621791,3705.507,2025-11-14 20:08:16.535393609,1,2.049,03:08:DC:AB:CD:EF,PWR_03
8621792,3705.507,2025-11-14 20:08:19.752805378,1,1.933,03:08:DC:AB:CD:EF,PWR_03
8621793,3705.51,2025-11-14 20:08:22.584124828,1,2.202,03:08:DC:AB:CD:EF,PWR_03
8621794,3705.51,2025-11-14 20:08:25.570490892,1,2.191,03:08:DC:AB:CD:EF,PWR_03
8621795,3705.512,2025-11-14 20:08:28.264183669,1,2.188,03:08:DC:AB:CD:EF,PWR_03
8621796,3705.514,2025-11-14 20:08:31.436848061,1,2.172,03:08:DC:AB:CD:EF,PWR_03
8621797,3705.514,2025-11-14 20:08:34.176618254,1,2.202,03:08:DC:AB:CD:EF,PWR_03
8621798,3705.516,2025-11-14 20:08:36.922439087,1,2.171,03:08:DC:AB:CD:EF,PWR_03
8621799,3705.518,2025-11-14 20:08:40.085338726,1,2.168,03:08:DC:AB:CD:EF,PWR_03
8621800,3705.519,2025-11-14 20:08:42.822350553,1,2.167,03:08:DC:AB:CD:EF,PWR_03
8621801,3705.52,2025-11-14 20:08:45.839437880,1,1.927,03:08:DC:AB:CD:EF,PWR_03
8621802,3705.52,2025-11-14 20:08:48.573509737,1,2.011,03:08:DC:AB:CD:EF,PWR_03
8621803,3705.524,2025-11-14 20:08:51.277935060,1,2.017,03:08:DC:AB:CD:EF,PWR_03
8621804,3705.524,2025-11-14 20:08:54.317220699,1,1.959,03:08:DC:AB:CD:EF,PWR_03
8621805,3705.524,2025-11-14 20:08:57.200415215,1,1.934,03:08:DC:AB:CD:EF,PWR_03
8621806,3705.528,2025-11-14 20:09:00.049810260,1,1.914,03:08:DC:AB:CD:EF,PWR_03
8621807,3705.528,2025-11-14 20:09:02.578054067,1,1.945,03:08:DC:AB:CD:EF,PWR_03
8621808,3705.528,2025-11-14 20:09:05.428717380,1,1.913,03:08:DC:AB:CD:EF,PWR_03
8621809,3705.529,2025-11-14 20:09:08.667055972,1,1.942,03:08:DC:AB:CD:EF,PWR_03
8621810,3705.53,2025-11-14 20:09:11.181712477,1,1.9,03:08:DC:AB:CD:EF,PWR_03
8621811,3705.53,2025-11-14 20:09:14.325786077,1,1.902,03:08:DC:AB:CD:EF,PWR_03
8621812,3705.532,2025-11-14 20:09:17.337864142,1,1.907,03:08:DC:AB:CD:EF,PWR_03
8621813,3705.534,2025-11-14 20:09:20.116816116,1,1.886,03:08:DC:AB:CD:EF,PWR_03
8621814,3705.536,2025-11-14 20:09:22.982205326,1,2.084,03:08:DC:AB:CD:EF,PWR_03
8621815,3705.536,2025-11-14 20:09:25.726744319,1,2.071,03:08:DC:AB:CD:EF,PWR_03
8621816,3705.539,2025-11-14 20:09:28.685214515,1,2.071,03:08:DC:AB:CD:EF,PWR_03
8621817,3705.539,2025-11-14 20:09:31.548315004,1,2.114,03:08:DC:AB:CD:EF,PWR_03
8621818,3705.539,2025-11-14 20:09:34.271832525,1,2.16,03:08:DC:AB:CD:EF,PWR_03
8621819,3705.541,2025-11-14 20:09:37.364354348,1,2.107,03:08:DC:AB:CD:EF,PWR_03
8621820,3705.542,2025-11-14 20:09:39.983154044,1,2.081,03:08:DC:AB:CD:EF,PWR_03
8621821,3705.544,2025-11-14 20:09:42.901930208,1,2.093,03:08:DC:AB:CD:EF,PWR_03
8621822,3705.544,2025-11-14 20:09:45.721792443,1,2.086,03:08:DC:AB:CD:EF,PWR_03
8621823,3705.547,2025-11-14 20:09:48.576182432,1,1.925,03:08:DC:AB:CD:EF,PWR_03
8621824,3705.547,2025-11-14 20:09:51.633448080,1,1.901,03:08:DC:AB:CD:EF,PWR_03
8621825,3705.547,2025-11-14 20:09:54.480776583,1,1.962,03:08:DC:AB:CD:EF,PWR_03
8621826,3705.549,2025-11-14 20:09:57.118920298,1,1.909,03:08:DC:AB:CD:EF,PWR_03
8621827,3705.551,2025-11-14 20:10:00.089081086,1,1.904,03:08:DC:AB:CD:EF,PWR_03
8621828,3705.551,2025-11-14 20:10:02.759299919,1,1.918,03:08:DC:AB:CD:EF,PWR_03
8621829,3705.553,2025-11-14 20:10:05.708371284,1,1.919,03:08:DC:AB:CD:EF,PWR_03
8621830,3705.554,2025-11-14 20:10:08.656882731,1,1.991,03:08:DC:AB:CD:EF,PWR_03
8621831,3705.555,2025-11-14 20:10:11.854758397,1,1.932,03:08:DC:AB:CD:EF,PWR_03
8621832,3705.555,2025-11-14 20:10:14.465110102,1,1.927,03:08:DC:AB:CD:EF,PWR_03
8621833,3705.557,2025-11-14 20:10:17.447082140,1,1.937,03:08:DC:AB:CD:EF,PWR_03
8621834,3705.559,2025-11-14 20:10:20.420011493,1,1.961,03:08:DC:AB:CD:EF,PWR_03
8621835,3705.559,2025-11-14 20:10:23.188825987,1,1.973,03:08:DC:AB:CD:EF,PWR_03
8621836,3705.561,2025-11-14 20:10:25.977225815,1,1.945,03:08:DC:AB:CD:EF,PWR_03
8621837,3705.563,2025-11-14 20:10:28.911125536,1,1.94,03:08:DC:AB:CD:EF,PWR_03
8621838,3705.563,2025-11-14 20:10:31.784336224,1,1.921,03:08:DC:AB:CD:EF,PWR_03
8621839,3705.565,2025-11-14 20:10:34.705427931,1,1.949,03:08:DC:AB:CD:EF,PWR_03
8621840,3705.566,2025-11-14 20:10:37.219257554,1,2.017,03:08:DC:AB:CD:EF,PWR_03
8621841,3705.566,2025-11-14 20:10:40.247646069,1,1.97,03:08:DC:AB:CD:EF,PWR_03
8621842,3705.568,2025-11-14 20:10:43.138947982,1,1.943,03:08:DC:AB:CD:EF,PWR_03
8621843,3705.57,2025-11-14 20:10:45.968981391,1,1.901,03:08:DC:AB:CD:EF,PWR_03
8621844,3705.572,2025-11-14 20:10:48.869185801,1,1.903,03:08:DC:AB:CD:EF,PWR_03
8621845,3705.572,2025-11-14 20:10:51.461077702,1,1.896,03:08:DC:AB:CD:EF,PWR_03
8621846,3705.572,2025-11-14 20:10:54.594672823,1,1.895,03:08:DC:AB:CD:EF,PWR_03
8621847,3705.575,2025-11-14 20:10:57.492984530,1,1.926,03:08:DC:AB:CD:EF,PWR_03
8621848,3705.575,2025-11-14 20:11:00.108172709,1,1.91,03:08:DC:AB:CD:EF,PWR_03
8621849,3705.575,2025-11-14 20:11:03.114942672,1,1.889,03:08:DC:AB:CD:EF,PWR_03
8621850,3705.578,2025-11-14 20:11:06.022263297,1,1.88,03:08:DC:AB:CD:EF,PWR_03
8621851,3705.578,2025-11-14 20:11:08.656315938,1,1.899,03:08:DC:AB:CD:EF,PWR_03
8621852,3705.578,2025-11-14 20:11:11.663362372,1,1.898,03:08:DC:AB:CD:EF,PWR_03
8621853,3705.58,2025-11-14 20:11:14.524657462,1,1.973,03:08:DC:AB:CD:EF,PWR_03
8621854,3705.582,2025-11-14 20:11:17.282858387,1,1.971,03:08:DC:AB:CD:EF,PWR_03
8621855,3705.583,2025-11-14 20:11:20.100264095,1,1.983,03:08:DC:AB:CD:EF,PWR_03
8621856,3705.583,2025-11-14 20:11:23.246725785,1,1.901,03:08:DC:AB:CD:EF,PWR_03
8621857,3705.585,2025-11-14 20:11:25.935448730,1,1.908,03:08:DC:AB:CD:EF,PWR_03
8621858,3705.587,2025-11-14 20:11:28.810985147,1,1.899,03:08:DC:AB:CD:EF,PWR_03
8621859,3705.587,2025-11-14 20:11:31.644106168,1,1.893,03:08:DC:AB:CD:EF,PWR_03
8621860,3705.588,2025-11-14 20:11:34.579674711,1,1.916,03:08:DC:AB:CD:EF,PWR_03
8621861,3705.59,2025-11-14 20:11:37.417781335,1,1.912,03:08:DC:AB:CD:EF,PWR_03
8621862,3705.59,2025-11-14 20:11:40.369385583,1,1.969,03:08:DC:AB:CD:EF,PWR_03
8621863,3705.591,2025-11-14 20:11:43.066630140,1,1.906,03:08:DC:AB:CD:EF,PWR_03
8621864,3705.593,2025-11-14 20:11:46.109673560,1,1.924,03:08:DC:AB:CD:EF,PWR_03
8621865,3705.593,2025-11-14 20:11:49.102042203,1,1.888,03:08:DC:AB:CD:EF,PWR_03
8621866,3705.595,2025-11-14 20:11:51.949943080,1,1.959,03:08:DC:AB:CD:EF,PWR_03
8621867,3705.597,2025-11-14 20:11:54.713052985,1,1.931,03:08:DC:AB:CD:EF,PWR_03
8621868,3705.597,2025-11-14 20:11:57.932543385,1,1.896,03:08:DC:AB:CD:EF,PWR_03
8621869,3705.599,2025-11-14 20:12:00.814470426,1,1.945,03:08:DC:AB:CD:EF,PWR_03
8621870,3705.6,2025-11-14 20:12:03.706314847,1,1.92,03:08:DC:AB:CD:EF,PWR_03
8621871,3705.601,2025-11-14 20:12:06.197858875,1,1.971,03:08:DC:AB:CD:EF,PWR_03
8621872,3705.601,2025-11-14 20:12:09.199243902,1,1.961,03:08:DC:AB:CD:EF,PWR_03
8621873,3705.601,2025-11-14 20:12:12.137559859,1,1.937,03:08:DC:AB:CD:EF,PWR_03
8621874,3705.605,2025-11-14 20:12:14.766049652,1,1.934,03:08:DC:AB:CD:EF,PWR_03
8621875,3705.605,2025-11-14 20:12:17.930309785,1,1.977,03:08:DC:AB:CD:EF,PWR_03
8621876,3705.605,2025-11-14 20:12:20.427407827,1,2.0,03:08:DC:AB:CD:EF,PWR_03
8621877,3705.609,2025-11-14 20:12:23.434724408,1,2.018,03:08:DC:AB:CD:EF,PWR_03
8621878,3705.609,2025-11-14 20:12:26.500902355,1,2.014,03:08:DC:AB:CD:EF,PWR_03
8621879,3705.61,2025-11-14 20:12:29.231823593,1,2.064,03:08:DC:AB:CD:EF,PWR_03
8621880,3705.611,2025-11-14 20:12:32.101355132,1,2.024,03:08:DC:AB:CD:EF,PWR_03
8621881,3705.611,2025-11-14 20:12:35.080780261,1,1.944,03:08:DC:AB:CD:EF,PWR_03
8621882,3705.613,2025-11-14 20:12:38.043336580,1,1.938,03:08:DC:AB:CD:EF,PWR_03
8621883,3705.615,2025-11-14 20:12:40.813498858,1,1.952,03:08:DC:AB:CD:EF,PWR_03
8621884,3705.617,2025-11-14 20:12:43.645495869,1,1.926,03:08:DC:AB:CD:EF,PWR_03
8621885,3705.617,2025-11-14 20:12:46.425541857,1,1.899,03:08:DC:AB:CD:EF,PWR_03
8621886,3705.617,2025-11-14 20:12:49.373290349,1,1.925,03:08:DC:AB:CD:EF,PWR_03
8621887,3705.62,2025-11-14 20:12:52.267908954,1,2.013,03:08:DC:AB:CD:EF,PWR_03
8621888,3705.62,2025-11-14 20:12:54.930227411,1,1.906,03:08:DC:AB:CD:EF,PWR_03
8621889,3705.622,2025-11-14 20:12:57.667926865,1,1.908,03:08:DC:AB:CD:EF,PWR_03
8621890,3705.625,2025-11-14 20:13:00.850266991,1,1.963,03:08:DC:AB:CD:EF,PWR_03
8621891,3705.625,2025-11-14 20:13:03.697102809,1,1.926,03:08:DC:AB:CD:EF,PWR_03
8621892,3705.627,2025-11-14 20:13:06.773032162,1,1.927,03:08:DC:AB:CD:EF,PWR_03
8621893,3705.627,2025-11-14 20:13:09.473617328,1,1.931,03:08:DC:AB:CD:EF,PWR_03
8621894,3705.629,2025-11-14 20:13:12.518895118,1,1.994,03:08:DC:AB:CD:EF,PWR_03
8621895,3705.63,2025-11-14 20:13:15.131281460,1,1.92,03:08:DC:AB:CD:EF,PWR_03
8621896,3705.63,2025-11-14 20:13:18.229330762,1,1.937,03:08:DC:AB:CD:EF,PWR_03
8621897,3705.632,2025-11-14 20:13:21.092476901,1,1.909,03:08:DC:AB:CD:EF,PWR_03
8621898,3705.634,2025-11-14 20:13:23.961367526,1,1.909,03:08:DC:AB:CD:EF,PWR_03
8621899,3705.634,2025-11-14 20:13:26.610972728,1,1.892,03:08:DC:AB:CD:EF,PWR_03
8621900,3705.635,2025-11-14 20:13:29.754421186,1,1.918,03:08:DC:AB:CD:EF,PWR_03
8621901,3705.637,2025-11-14 20:13:32.499470319,1,1.941,03:08:DC:AB:CD:EF,PWR_03
8621902,3705.637,2025-11-14 20:13:35.105110015,1,1.922,03:08:DC:AB:CD:EF,PWR_03
8621903,3705.638,2025-11-14 20:13:38.181917853,1,1.924,03:08:DC:AB:CD:EF,PWR_03
8621904,3705.64,2025-11-14 20:13:40.760142922,1,1.928,03:08:DC:AB:CD:EF,PWR_03
8621905,3705.64,2025-11-14 20:13:43.618854376,1,1.932,03:08:DC:AB:CD:EF,PWR_03
8621906,3705.642,2025-11-14 20:13:46.741576155,1,1.937,03:08:DC:AB:CD:EF,PWR_03
8621907,3705.644,2025-11-14 20:13:49.597197552,1,1.918,03:08:DC:AB:CD:EF,PWR_03
8621908,3705.644,2025-11-14 20:13:52.270844013,1,1.919,03:08:DC:AB:CD:EF,PWR_03
8621909,3705.646,2025-11-14 20:13:55.369872572,1,1.91,03:08:DC:AB:CD:EF,PWR_03
8621910,3705.646,2025-11-14 20:13:58.059844269,1,1.935,03:08:DC:AB:CD:EF,PWR_03
8621911,3705.648,2025-11-14 20:14:00.838138264,1,1.943,03:08:DC:AB:CD:EF,PWR_03
8621912,3705.648,2025-11-14 20:14:03.836540229,1,1.951,03:08:DC:AB:CD:EF,PWR_03
8621913,3705.648,2025-11-14 20:14:06.557878890,1,1.941,03:08:DC:AB:CD:EF,PWR_03
8621914,3705.652,2025-11-14 20:14:09.517457977,1,1.943,03:08:DC:AB:CD:EF,PWR_03
8621915,3705.652,2025-11-14 20:14:12.528708791,1,1.927,03:08:DC:AB:CD:EF,PWR_03
8621916,3705.652,2025-11-14 20:14:15.229876876,1,1.955,03:08:DC:AB:CD:EF,PWR_03
8621917,3705.656,2025-11-14 20:14:18.134732746,1,1.895,03:08:DC:AB:CD:EF,PWR_03
8621918,3705.656,2025-11-14 20:14:21.194386835,1,1.951,03:08:DC:AB:CD:EF,PWR_03
8621919,3705.656,2025-11-14 20:14:24.047775261,1,1.894,03:08:DC:AB:CD:EF,PWR_03
8621920,3705.658,2025-11-14 20:14:27.072397277,1,1.884,03:08:DC:AB:CD:EF,PWR_03
8621921,3705.658,2025-11-14 20:14:29.803189763,1,1.967,03:08:DC:AB:CD:EF,PWR_03
8621922,3705.66,2025-11-14 20:14:32.837926151,1,1.962,03:08:DC:AB:CD:EF,PWR_03
8621923,3705.66,2025-11-14 20:14:35.675550467,1,2.029,03:08:DC:AB:CD:EF,PWR_03
8621924,3705.662,2025-11-14 20:14:38.147061837,1,2.035,03:08:DC:AB:CD:EF,PWR_03
8621925,3705.664,2025-11-14 20:14:41.202524874,1,1.97,03:08:DC:AB:CD:EF,PWR_03
8621926,3705.664,2025-11-14 20:14:44.295442543,1,1.981,03:08:DC:AB:CD:EF,PWR_03
8621927,3705.667,2025-11-14 20:14:47.130479546,1,1.948,03:08:DC:AB:CD:EF,PWR_03
8621928,3705.667,2025-11-14 20:14:49.788010695,1,1.9,03:08:DC:AB:CD:EF,PWR_03
8621929,3705.667,2025-11-14 20:14:52.763334032,1,2.022,03:08:DC:AB:CD:EF,PWR_03
8621930,3705.67,2025-11-14 20:14:55.911760249,1,1.891,03:08:DC:AB:CD:EF,PWR_03
8621931,3705.67,2025-11-14 20:14:58.635173523,1,1.917,03:08:DC:AB:CD:EF,PWR_03
8621932,3705.672,2025-11-14 20:15:01.564869639,1,1.941,03:08:DC:AB:CD:EF,PWR_03
8621933,3705.672,2025-11-14 20:15:04.277632291,1,1.968,03:08:DC:AB:CD:EF,PWR_03
8621934,3705.674,2025-11-14 20:15:07.126399240,1,1.942,03:08:DC:AB:CD:EF,PWR_03
8621935,3705.675,2025-11-14 20:15:10.040744888,1,1.946,03:08:DC:AB:CD:EF,PWR_03
8621936,3705.675,2025-11-14 20:15:13.091242896,1,1.886,03:08:DC:AB:CD:EF,PWR_03
8621937,3705.677,2025-11-14 20:15:15.911180003,1,1.999,03:08:DC:AB:CD:EF,PWR_03
8621938,3705.679,2025-11-14 20:15:18.752842333,1,1.951,03:08:DC:AB:CD:EF,PWR_03
8621939,3705.681,2025-11-14 20:15:21.600240762,1,1.955,03:08:DC:AB:CD:EF,PWR_03
8621940,3705.682,2025-11-14 20:15:24.251973520,1,1.956,03:08:DC:AB:CD:EF,PWR_03
8621941,3705.684,2025-11-14 20:15:27.359691129,1,1.904,03:08:DC:AB:CD:EF,PWR_03
